,company_name,company_brand,company_halal_status,company_address,city,state,halal_expiry_date,company_info_url,category,subcategory,scraped_at,restaurant_name
15,AEON CO.  M BHD,,Halal,"AEON TEBRAU CITY, JALAN DESA TEBRAU, TAMAN DESA TEBRAU, JOHOR BAHRU  81100, Johor Bharu Johor",Johor Bahru,Johor,15/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:42.976195,COCO CAFE - AEON TEBRAU CITY
16,AEON CO.  M BHD,DELICATESSEN,Halal,"AEON BANDAR DATO ONN 3, JALAN DATO ONN 3, BANDAR DATO ONN JOHOR DARUL TAKZIM 81100, Johor Bharu Johor",Johor Bharu,Johor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:42.976343,DELICA - AEON BANDAR DATO ONN
17,AEON CO.  M BHD,DELICATESSEN,Halal,"PTD 90606, AEON BUKIT INDAH TAMAN BUKIT INDAH BUKIT INDAH 81200,  Johor",Bukit Indah,Johor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:42.976520,DELICA - AEON BUKIT INDAH
18,AEON CO.  M BHD,DELICATESSEN,Halal,"1ST FLOOR, PTD 106273 PERSIARAN INDAHPURA UTAMA BANDAR INDAHPURA, KULAIJAYA 81000,  Johor",Kulai,Johor,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:42.976744,DELICA - AEON KULAIJAYA
19,AEON CO.  M BHD,DELICATESSEN,Halal,"NO 1, JALAN PERMAS UTARA Bandar Baru Permas Jaya 81750, Johor Bharu Johor",Johor Bharu,Johor,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:42.976899,DELICA - AEON PERMAS JAYA
20,AEON CO.  M BHD,DELICATESSEN,Halal,"PTD62861, AEON TAMAN UNIVERSITI,  TAMAN UNIVERSITI  SKUDAI 81300, Johor Bharu Johor",Skudai,Johor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.046452,DELICA - AEON TAMAN UNIVERSITI
21,AEON CO.  M BHD,DELICATESSEN,Halal,"NO 4, JALAN PENDIDIKAN Taman Universiti 81300, Johor Bharu Johor",Johor Bharu,Johor,15/02/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.046644,DELICA - AEON TAMAN UNIVERSITI
22,AEON CO.  M BHD,DELICATESSEN,Halal,"NO 1, JALAN DESA TEBRAU Taman Desa Tebrau 81100, Johor Bharu Johor",Tebrau,Johor,15/02/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.046806,DELICA - AEON TEBRAU CITY
23,AEON CO.  M BHD,DELICATESSEN,Halal,"AEON TEBRAU CITY STORE NO.1, JALAN DESA TEBRAU,  TAMAN DESA TEBRAU, 81100, Johor Bharu Johor",Tebrau,Johor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.046974,DELICA - AEON TEBRAU CITY
24,AEON CO.  M BHD,DELICATESSEN,Halal,"AEON BANDAR DATO ONN 3, JALAN DATO ONN 3, BANDAR DATO ONN JOHOR DARUL TAKZIM 81100, Johor Bharu Johor",Johor Bharu,Johor,15/02/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.047149,DELICA- AEON BANDAR DATO ONN
25,AEON CO.  M BHD,,Halal,"NO 1, JALAN DESA TEBRAU Taman Desa Tebrau 81100, Johor Bharu Johor",Tebrau,Johor,31/12/2024,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.047305,LA  BOHEME - AEON TEBRAU CITY
26,AEON CO.  M BHD,,Halal,"NO 1, JALAN DESA TEBRAU Taman Desa Tebrau 81100, Johor Bharu Johor",Tebrau,Johor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.047457,LA  BOHEME - AEON TEBRAU CITY
27,AEON CO.  M BHD,,Halal,"AEON BANDAR DATO' ONN, NO.3, JALAN DATO' ONN 3, BANDAR DATO' ONN, 81100, BANDAR DATO ONN,  81100, Johor Bharu Johor",Johor Bharu,Johor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.047619,LA BOHEME - AEON BANDAR DATO' ONN
28,AEON CO.  M BHD,,Halal,"PTD 106273 PERSIARAN INDAHPURA UTAMA BANDAR INDAHPURA, KULAIJAYA 81000,  Johor",Kulai,Johor,31/03/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.047782,LA BOHEME - AEON KULAIJAYA
29,AEON CO.  M BHD,,Halal,"NO 1, JALAN PERMAS UTARA Bandar Baru Permas Jaya 81750, Johor Bharu Johor",Johor Bharu,Johor,31/12/2024,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.047943,LA BOHEME - AEON PERMAS JAYA
30,AEON CO.  M BHD,,Halal,"NO 1, JALAN PERMAS UTARA Bandar Baru Permas Jaya 81750, Johor Bharu Johor",Johor Bharu,Johor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.048103,LA BOHEME - AEON PERMAS JAYA
31,AEON CO.  M BHD,,Halal,"NO 4, JALAN PENDIDIKAN Taman Universiti 81300, Johor Bharu Johor",Johor Bharu,Johor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.048264,LA BOHEME - AEON TAMAN UNIVERSITI
32,AEON CO.  M BHD,,Halal,"NO 4, JALAN PENDIDIKAN Taman Universiti 81300, Johor Bharu Johor",Johor Bharu,Johor,31/12/2024,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.048419,LA BOHEME - AEON TAMAN UNIVERSITI
33,AEON CO.  M BHD,,Halal,"AEON BANDAR DATO ONN NO 3 JALAN DATO ONN 3 81100, Johor Bharu Johor",Johor Bharu,Johor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.048568,SUSHI - AEON BANDAR DATO ONN
34,AEON CO.  M BHD,,Halal,"PTD 90606, AEON BUKIT INDAH TAMAN BUKIT INDAH 79100,  Johor",Bukit Indah,Johor,31/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.048688,SUSHI - AEON BUKIT INDAH
35,AEON CO.  M BHD,,Halal,"NO 1, JALAN PERMAS UTARA Bandar Baru Permas Jaya  81750, Johor Bharu Johor",Johor Bharu,Johor,15/06/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.048823,SUSHI - AEON PERMAS JAYA
36,AEON CO.  M BHD,,Halal,"NO.4 JALAN PENDIDIKAN Taman Universiti,  81300,  Johor",Dan Lain-lain (dll),Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.048959,SUSHI - AEON TAMAN UNIVERSITI
37,AEON CO.  M BHD,,Halal,"PTD 114179, AEON TEBRAU CITY 1,  TAMAN DESA TEBRAU, 81100, Johor Bharu Johor",Tebrau,Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.049087,SUSHI -AEON TEBRAU CITY
38,AEON CO.  M BHD,,Halal,"NO 3, JALAN DATO' ONN 3 KAWASAN PERINDUSTRIAN TEBRAU 3 81100, Johor Bharu Johor",Tebrau,Johor,15/02/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.049213,SUSHI AEON BANDAR DATO ONN
39,AEON CO.  M BHD,,Halal,"AEON MALL KULAIJAYA STORE, PTD 106273, PERSIARAN INDAHPURA UTAMA, BANDAR INDAHPURA, 81000,  Johor",Kulai,Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20050713-155315&type=P,PE,PE,2024-12-30 11:13:44.049351,SUSHI-AEON KULAIJAYA
40,AK NOODLES HOUSE CITY SQUARE SDN BHD,Johor Bahru,Halal,"CITY SQUARE JOHOR BAHRU LOT J2-12 LEVEL 2  80000, Johor Bharu Johor",Johor Bahru,Johor,30/09/2025,directory/slm_viewdetail.php?comp_code=COMP-20120326-214348&type=P,PE,PE,2024-12-30 11:13:45.238794,AK NOODLES HOUSE CITY SQUARE SDN.BHD
41,ALADDINZZA CORNER,ALADDINZZA CORNER,Halal,"NO 7 LEBUHRAYA PAGOH SELATAN 84000, Muar Johor",Muar,Johor,31/07/2026,directory/slm_viewdetail.php?comp_code=COMP-20200219-195613&type=P,PE,PE,2024-12-30 11:13:45.238963,ALADDINZZA CORNER
42,ALONG CATERING,ALONG CATERING,Halal,"77, SUSUR LARKIN PERDANA 1 TAMAN LARKIN PERDANA 80350, Johor Bharu Johor",Johor Bharu,Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20141127-150209&type=P,PE,PE,2024-12-30 11:13:45.239134,ALONG CATERING
43,ASIA MEX CONCEPTS SDN BHD,DOLLY DIM SUM,Halal,"G118, AEON TEBRAU CITY SHOPPING CENTRE NO. 3 PERSIARAN DESA TEBRAU, TAMAN DESA TEBRAU 81100, Johor Bharu Johor",Tebrau,Johor,15/12/2026,directory/slm_viewdetail.php?comp_code=COMP-20240226-172431&type=P,PE,PE,2024-12-30 11:13:45.239290,DOLLY DIM SUM AEON TEBRAU CITY
44,ASPAC RESTAURANT SDN. BHD,,Halal,"T-053, 3RD FLOOR, MID VALLEY, SOUTHKEY,  No 1 Persiaran Southkey 1 81100, Johor Bharu Johor",Johor Bharu,Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20130209-102521&type=P,PE,PE,2024-12-30 11:13:45.239454,ASPAC F&B SDN BHD
45,AWAGYU YAKINIKU SDN.BHD.,AWAGYU YAKINIKU RESTAURANT,Halal,"UNIT GF-09 ( REATAIL 1 ) TD SENTRAL TAMAN DAYA  81100, Johor Bharu Johor",Johor Bharu,Johor,30/09/2026,directory/slm_viewdetail.php?comp_code=COMP-20230802-102652&type=P,PE,PE,2024-12-30 11:13:45.239615,AWAGYU YAKINIKU SDN.BHD.
46,AYAMAS SHOPPE SDN BHD,Kedai Ayamas,Halal,"NO. 22, GROUND FLOOR, JALAN PADI EMAS 4/1, BANDAR BARU UDA, 81200 , Johor Bharu Johor",Johor Bharu,Johor,28/02/2025,directory/slm_viewdetail.php?comp_code=COMP-20050616-182136&type=P,PE,PE,2024-12-30 11:13:45.239785,KEDAI AYAMAS BANDAR BARU UDA
47,AYAMAS SHOPPE SDN BHD,Kedai Ayamas,Halal,"PTB 21741,  JALAN TUN ABDUL RAZAK JOHOR BAHRU 80200, Johor Bharu Johor",Johor Bahru,Johor,15/04/2025,directory/slm_viewdetail.php?comp_code=COMP-20050616-182136&type=P,PE,PE,2024-12-30 11:13:45.239942,KIOSK KEDAI AYAMAS TAMAN TASEK
48,BALMIER SDN BHD,,Halal,"UNIT 26 LEVEL 3 PARADIGM MALL JB 81200, Johor Bharu Johor",Johor Bharu,Johor,30/04/2025,directory/slm_viewdetail.php?comp_code=COMP-20180827-141936&type=P,PE,PE,2024-12-30 11:13:45.240099,ASTONS SPECIALITIES
49,BALQIS CAFE,BALQIS CAFE,Halal,"GERAI NO. 10, R&R KM 75,  MACHAP UTARA LEBUHRAYA UTARA SELATAN, MACHAP, 86000, Kluang Johor",Kluang,Johor,30/04/2026,directory/slm_viewdetail.php?comp_code=COMP-20190124-105008&type=P,PE,PE,2024-12-30 11:13:45.240251,BALQIS CAFE
50,BARNEY'S DX SDN BHD,,Halal,"7&8, GROUND FLOOR & 1ST FLOOR, JALAN KOMERSIL KLUANG 2, PUSAT PERNIAGAAN KOMERSIL HAJI MANAN 86000, Kluang Johor",Kluang,Johor,30/04/2026,directory/slm_viewdetail.php?comp_code=COMP-20230807-153833&type=P,PE,PE,2024-12-30 11:13:45.240403,BARNEY'S DX SDN BHD
51,BB COFFEE SDN BHD,BASK BEAR COFFEE,Halal,"NO. 7-1, GROUND FLOOR, JALAN ZABEDAH 83000, Batu Pahat Johor",Batu Pahat,Johor,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:45.240544,BASK BEAR COFFEE AMBANK JALAN ZABEDAH
52,BB COFFEE SDN BHD,,Halal,"LOT K1, 18, ARAS 1, ANGSANA JOHOR BAHRU MALL,  SKUDAI LBH, PUSAT BANDAR TAMPOI, 81200, Johor Bharu Johor",Johor Bahru,Johor,15/04/2026,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:45.240691,"BASK BEAR COFFEE ANGSANA MALL, JOHOR BAHRU"
53,BB COFFEE SDN BHD,,Halal,"NO. 59 (GF), JALAN DEDAP 4, TAMAN JOHOR JAYA,  81100, Johor Bharu Johor",Johor Bharu,Johor,15/01/2026,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:45.240838,"BASK BEAR COFFEE JALAN DEDAP 4, JOHOR JAYA"
54,BB COFFEE SDN BHD,,Halal,"STALL 2 & 3, JOHOR PREMIUM OUTLET,  JALAN PREMIUM OUTLETS, BANDAR INDAHPURA, 81000,  Johor",Dan Lain-lain (dll),Johor,15/04/2026,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:45.240998,BASK BEAR COFFEE JOHOR PREMIUM OUTLETS
55,BB COFFEE SDN BHD,,Halal,"NO. 49 JALAN GEMILANG BAKRI 1,  PUSAT KOMERSIAL GEMILANG BAKRI,  84000, Muar Johor",Muar,Johor,15/01/2026,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:45.241198,"BASK BEAR COFFEE KCC BUSINESS PARK, MUAR"
56,BB COFFEE SDN BHD,,Halal,"NO.13 (GROUND FLOOR), JALAN DUKU,  KAWASAN PEMBANGUNAN HJ MANAN 86000, Kluang Johor",Kluang,Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:45.241437,"BASK BEAR COFFEE KLUANG, JOHOR"
57,BB COFFEE SDN BHD,,Halal,"NO. 46, JALAN EMAS 2,  PUSAT PERNIAGAAN KOTA EMAS,  82000, Pontian Johor",Pontian,Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:45.241607,BASK BEAR COFFEE KOTA EMAS PONTIAN
58,BB COFFEE SDN BHD,,Halal,"NO 1A, JALAN EKOPERNIAGAAN 8  TAMAN KOTA MASAI  81700, Johor Bharu Johor",Johor Bharu,Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:45.241769,"BASK BEAR COFFEE KOTA MASAI, PASIR GUDANG"
59,BB COFFEE SDN BHD,,Halal,"NO. 22 (GF), JALAN JAAFAR,  81900, Kota Tinggi Johor",Kota Tinggi,Johor,15/01/2026,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:45.241916,BASK BEAR COFFEE KOTA TINGGI
60,BB COFFEE SDN BHD,,Halal,"NO.79 (GROUND FLOOR),  JALAN INDUSTRI 8, PEKAN SENTRAL,  81500, Pontian Johor",Pontian,Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:46.463055,BASK BEAR COFFEE PEKAN NANAS
61,BB COFFEE SDN BHD,BASK BEAR COFFEE,Halal,"NO. 115 (GROUND FLOOR), JALAN SIA HER YAM 85000, Segamat Johor",Segamat,Johor,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:46.463222,"BASK BEAR COFFEE SEGAMAT, JOHOR"
62,BB COFFEE SDN BHD,BASK BEAR COFFEE,Halal,"NO. 34 (GROUND FLOOR), JALAN TERMINAL 5, SENAI CENTRE POINT, LAPANGAN TERBANG SENAI 81400, Johor Bharu Johor",Senai,Johor,30/11/2026,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:46.463380,BASK BEAR COFFEE SENAI CENTRE POINT
63,BB COFFEE SDN BHD,,Halal,"SHELL, LOT 46115 JALAN MUTIARA EMAS UTAMA  TAMAN MOUNT AUSTIN  81100, Johor Bharu Johor",Johor Bharu,Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:46.463534,"BASK BEAR COFFEE SHELL MOUNT AUSTIN, JOHOR BAHRU"
64,BB COFFEE SDN BHD,,Halal,"NO. 6L, JALAN SAGU 18, TAMAN DAYA 81100, Johor Bharu Johor",Johor Bharu,Johor,15/04/2026,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:46.463663,"BASK BEAR COFFEE TAMAN DAYA DT, JOHOR"
65,BB COFFEE SDN BHD,,Halal,"NO.33, JALAN SASA 6, TAMAN GAYA 81800, Johor Bharu Johor",Johor Bharu,Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:46.463794,"BASK BEAR COFFEE TAMAN GAYA ULU TIRAM, JOHOR"
66,BB COFFEE SDN BHD,,Halal,"NO.10 (GROUND FLOOR), JALAN PENDIDIKAN 8, 81300,  Johor",Dan Lain-lain (dll),Johor,30/11/2025,directory/slm_viewdetail.php?comp_code=COMP-20200102-142601&type=P,PE,PE,2024-12-30 11:13:46.463917,"BASK BEAR COFFEE TAMAN UNIVERSITI SKUDAI, JOHOR"
67,BERJAYA ROASTERS  M SDN BHD,KENNY ROGERS ROASTERS,Halal,"LG-052, LEVEL LG, MID VALLEY SOUTHKEY, No.1, Persiaran Southkey 1,  80150, Johor Bharu Johor",Johor Bharu,Johor,31/07/2026,directory/slm_viewdetail.php?comp_code=COMP-20050601-144520&type=P,PE,PE,2024-12-30 11:13:46.464051,#131 - KENNY ROGERS ROASTERS MID VALLEY SOUTHKEY
68,BERJAYA ROASTERS  M SDN BHD,KENNY ROGERS ROASTERS,Halal,"LOT G-27 & 28, IOI KULAI MALL, 81000,  Johor",Kulai,Johor,30/06/2026,directory/slm_viewdetail.php?comp_code=COMP-20050601-144520&type=P,PE,PE,2024-12-30 11:13:46.464176,#156 - KENNY ROGERS ROASTERS IOI MALL KULAI 
69,KRF 103 BERJAYA ROASTERS  M SDN BHD,"MN ROASTERS (PA) SDN.BHD.-Kenny Rogers Roasters Plaza Angsana,JB",Halal,"L2.49, ARAS 2 PLAZA ANGSANA PUSAT BANDAR TAMPOI 81200, Johor Bharu Johor",Johor Bharu,Johor,31/08/2026,directory/slm_viewdetail.php?comp_code=COMP-20050601-144520&type=P,PE,PE,2024-12-30 11:13:46.464303,"KENNY ROGERS ROASTERS PLAZA ANGSANA,JOHOR "
70,BERJAYA ROASTERS  M SDN BHD,,Halal,"G-L-13, GROUND FLOOR, SUNWAY BIG BOX VILLAGE, Pusat Komersial Sunway Marketplace, Persiaran Medini 6,  Sunway Iskandar, Bandar Medini Iskandar, Iskandar Puteri, 79250, Johor Bharu Johor",Johor Bharu,Johor,15/02/2025,directory/slm_viewdetail.php?comp_code=COMP-20050601-144520&type=P,PE,PE,2024-12-30 11:13:46.464453,KENNY ROGERS ROASTERS SUNWAY BIG BOX
71,BERJAYA STARBUCKS COFFEE COMPANY SDN BHD,STARBUCKS COFFEE,Halal,"LOT PTD 173047, TAMAN BAYU SENIBONG, MUKIM PLENTONG, MASAI 81750, Johor Bharu Johor",Johor Bharu,Johor,15/04/2025,directory/slm_viewdetail.php?comp_code=COMP-20051010-172051&type=P,PE,PE,2024-12-30 11:13:46.464588,STARBUCKS  PETRONAS BAYU SENIBONG  DT 185
72,BERJAYA STARBUCKS COFFEE COMPANY SDN BHD,STARBUCKS COFFEE,Halal,"LOT G08, AEON BUKIT INDAH TAMAN BUKIT INDAH 79100,  Johor",Bukit Indah,Johor,15/10/2026,directory/slm_viewdetail.php?comp_code=COMP-20051010-172051&type=P,PE,PE,2024-12-30 11:13:46.464710,STARBUCKS AEON BUKIT INDAH 125
73,BERJAYA STARBUCKS COFFEE COMPANY SDN BHD,STARBUCKS COFFEE,Halal,"LOT G68, AEON MALL KULAIJAYA,  PTD 106273, PERSIARAN INDAHPURA,  81000,  Johor",Kulai,Johor,15/08/2025,directory/slm_viewdetail.php?comp_code=COMP-20051010-172051&type=P,PE,PE,2024-12-30 11:13:46.464841,STARBUCKS AEON KULAI JAYA 179
74,BERJAYA STARBUCKS COFFEE COMPANY SDN BHD,STARBUCKS COFFEE,Halal,"LOT G110, GROUND FLOOR, AEON TEBRAU CITY SHOPPING CENTRE, NO. 1, JALAN DESA TEBRAU,  TAMAN DESA TEBRAU, 81100, Johor Bharu Johor",Tebrau,Johor,15/04/2025,directory/slm_viewdetail.php?comp_code=COMP-20051010-172051&type=P,PE,PE,2024-12-30 11:13:46.464977,STARBUCKS AEON TEBRAU 068 
75,BERJAYA STARBUCKS COFFEE COMPANY SDN BHD,STARBUCKS COFFEE,Halal,"NO 8 JALAN SURIA  BANDAR SERI ALAM 81750, Johor Bharu Johor",Johor Bharu,Johor,15/10/2026,directory/slm_viewdetail.php?comp_code=COMP-20051010-172051&type=P,PE,PE,2024-12-30 11:13:46.465114,STARBUCKS BANDAR SERI ALAM DT 246
